No,PM_US Post
150,0.5183990475652572
151,0.7618827787511813
152,0.4667943525385634
153,0.758993247885647
154,0.6453266938157778
155,0.3975132347554605
156,0.04397137969527354
157,0.3575900171770764
158,0.5673190394557664
159,0.7458956310898239
160,0.9992619367951444
161,0.22600407873397177
162,0.5550149583760239
163,0.3674690210675572
164,0.6367808448166906
165,0.6334376671489491
166,0.6560866167068402
167,0.24837873991346415
168,0.31152020559177585
169,0.5712821561881
170,0.45252105221867334
171,0.7294379026155331
172,0.30682224988079065
173,0.47994343105391024
174,0.19992319976288897
175,0.8142110233518299
176,0.6648557619322935
177,0.7227704008776494
178,0.2987761735047708
179,0.7287736810655157
180,0.7248737549827975
181,0.388404969063178
182,0.3502851444028272
183,0.8313545621820118
184,0.7789581873676392
185,0.33378448439681263
186,0.8423359171434864
187,0.06482198354179391
188,0.41136009652497163
189,0.9951005595626704
190,0.009099006963076528
191,0.0730100993931666
192,0.27567810400119297
193,0.557826292727618
194,0.5495932604983436
195,0.6212015880864554
196,0.7070602124216501
197,0.7576488582298784
198,0.9060495292852302
199,0.5853112818212289
200,0.3281884223221667
201,0.3341106031567892
202,0.24234093830774062
203,0.5624094913968432
204,0.768487030160289
205,0.5770393953750945
206,0.3689642437017858
207,0.31316482830687586
208,0.7971466495217655
209,0.05961936388290712
210,0.4815672612177969
211,0.9880972688770063
212,0.26399468552500027
213,0.7454582521626948
214,0.5635194852388483
215,0.4247959465315114
216,0.6496748619493242
217,0.2077517305207014
218,0.876457485451615
219,0.1012135157585724
220,0.36618789074756786
221,0.8621927966960715
222,0.3749290626366929
223,0.797771207047784
224,0.38293310253520907
225,0.8537417948280676
226,0.6805539250141801
227,0.0464693380562905
228,0.8666404310741167
229,0.8347381402032786
230,0.6561209548290023
231,0.011285508901961894
232,0.3753971403023073
233,0.05526873811524258
234,0.5715999877015856
235,0.5849497110733857
236,0.8777425154565954
237,0.7336338935461199
238,0.06158569554138371
239,0.6067183889610367
240,0.9989030905527255
241,0.6134021352789034
242,0.9100782233151722
243,0.7500754627045804
244,0.3744696658712432
245,0.6772568311425303
246,0.18653601423085586
247,0.01291687668308561
248,0.12504172111746048
249,0.37100151882908283
250,0.3833268924209027
251,0.49391392814609436
252,0.6111466496575766
253,0.08742968097759252
254,0.18751170655862937
255,0.4758325785330847
256,0.9910227060037402
257,0.1983223129905417
258,0.6309294733561597
259,0.4695474224411309
260,0.27168030723856085
261,0.026878273012819198
262,0.4366955038796204
263,0.2540620317499007
264,0.11136558885513004
265,0.33533766019734823
266,0.9053843261689439
267,0.13110887364154777
268,0.32908793136879855
269,0.37519006618856277
270,0.7482030179661777
271,0.6863462774440816
272,0.28494587327114373
273,0.8446673692260668
274,0.9402135616048904
275,0.15243267385275205
276,0.5988025527034393
277,0.06462699398616856
278,0.8928311204881868
279,0.7580956261329288
280,0.3189335538891065
281,0.7297008750768017
282,0.9006804168208234
283,0.563047351624315
284,0.0624444901173693
285,0.35361010299481144
286,0.030763549619468922
287,0.36349838143651136
288,0.2535182787763415
289,0.36726051537938664
290,0.8941686125019644
291,0.6672121103434109
292,0.04923512730693802
293,0.5136292083872146
294,0.4521213829857661
295,0.7402234778998952
296,0.9869807832314065
297,0.7131422034474436
298,0.8588715267109808
299,0.9966653528948825
300,0.7593856390908724
301,0.17322778642014391
302,0.3790643768420169
303,0.3644665011298286
304,0.9881393520259628
305,0.3130903313920337
306,0.8086532005617292
307,0.801025204621845
308,0.5390640425508122
309,0.8198778160860034
310,0.048858253600537194
311,0.31706100726143305
312,0.47414472015930853
313,0.9349532723723472
314,0.6162339008367766
315,0.8251360094745379
316,0.615548767592351
317,0.011449521324585321
318,0.4268839123346334
319,0.2909664831267823
320,0.18768548319861034
321,0.32769120861270273
322,0.6272500670957825
323,0.08887511621943689
324,0.2970632080689538
325,0.5493140471702793
326,0.7354369520111299
327,0.4638758952730738
328,0.35588753914530113
329,0.7635840542759982
330,0.19784860098994883
331,0.3793381081840388
332,0.8701443027457392
333,0.2739709247873361
334,0.29796584633904133
335,0.16476188091991184
336,0.02581017814640152
337,0.24951649031260925
338,0.32388525468572327
339,0.8986152181368748
340,0.7701113097580181
341,0.3433604300283313
342,0.3799319841830756
343,0.23549333949092066
344,0.04058681794030772
345,0.4210537046565108
346,0.924863186696253
347,0.15162389772529639
348,0.5522161634644683
349,0.6839228620041434
350,0.9272410215172469
351,0.9050272231282591
352,0.2854326596710819
353,0.43646283825478416
354,0.2734588577577065
355,0.016932947748101945
356,0.8687661870032142
357,0.056480523897619817
358,0.17146644249146392
359,0.07393717687604984
360,0.9083480422343884
361,0.7171310116347985
362,0.477257336670889
363,0.36353694535266856
364,0.6448518315952106
365,0.8897591681835204
366,0.5389284589392082
367,0.22313191358531903
368,0.8463481492881013
369,0.5589687313796837
370,0.9081293993136574
371,0.18768331589820286
372,0.9790614329953096
373,0.9047825420201375
374,0.44385949312624295
375,0.768703391460948
376,0.015542462990570272
377,0.6272839154085723
378,0.8286383944605739
379,0.5837845268169816
380,0.32541481994386656
381,0.1349736855712107
382,0.26060202771189156
383,0.10357582626964534
384,0.29416339124767843
385,0.9766962971468487
386,0.5535582472866467
387,0.8408175610219397
388,0.805510011858437
389,0.17035310180755148
390,0.3499203444358471
391,0.728190873205838
392,0.185235153520509
393,0.8264713803259065
394,0.0808278985361276
395,0.5664714148962878
396,0.9021189730115828
397,0.6733914195641073
398,0.8737505415993339
399,0.46897510426243605
400,0.02050751139160667
401,0.5668877301647623
402,0.2114414485733419
403,0.45309034680682625
404,0.6106727469948569
405,0.45081382277329285
406,0.2218936110611669
407,0.663417524820405
408,0.8465557584265571
409,0.5995992984601372
410,0.614058698770427
411,0.053584947278300654
412,0.41154274370422816
413,0.4732632088783031
414,0.2916303543827329
415,0.8579738369999825
416,0.962421743344101
417,0.2183985972299345
418,0.5293062107146099
419,0.9741954535337812
420,0.3639906768114676
421,0.6273754074663864
422,0.9965079290189767
423,0.602460221302721
424,0.32160117733650884
425,0.6558572036655809
426,0.8631133208344304
427,0.07925163573375105
428,0.047510571885288067
429,0.07816778418506731
430,0.26037619932071165
431,0.13424613701226373
432,0.061597863559256005
433,0.8389226380034968
434,0.8857769468397331
435,0.4215128831553341
436,0.11316145829174984
437,0.47031276494816854
438,0.025327033247280917
439,0.861442780754528
440,0.4225475716203275
441,0.25937905084489055
442,0.24730729474418334
443,0.2339332768337079
444,0.5575328081649796
445,0.8918597771809619
446,0.911082671395296
447,0.4041733503544044
448,0.42216115439510393
449,0.3173318794710539
450,0.9856396082614653
451,0.7199957611302843
452,0.9752013279029534
453,0.4683443274404375
454,0.5885577780342806
455,0.243671595771223
456,0.6119190767268203
457,0.9893808389020563
458,0.8022805445050738
459,0.07293311472324626
460,0.02352335312334708
461,0.20019819458700505
462,0.6715977607138086
463,0.31394506878386597
464,0.02890109917085515
465,0.7073034355440587
466,0.35468267216758953
467,0.24180643950068803
468,0.3196734444377545
469,0.5303290914317201
470,0.4960643427453627
471,0.6479091377776859
472,0.8327828279677315
473,0.8968026188331099
474,0.18760803841441465
475,0.9216761571571933
476,0.777242275833677
477,0.5482726105237798
478,0.15886854978889675
479,0.7999631781132384
480,0.024333155251168415
481,0.9939435489551324
482,0.7514734213076517
483,0.6018902288600353
484,0.39104439983237116
485,0.817723035077254
486,0.5287545353190983
487,0.7709903080044713
488,0.40554664196159473
489,0.4468067169109875
490,0.17840844340429074
491,0.6025531026397503
492,0.6600914882657631
493,0.46111578987449564
494,0.11171089759050912
495,0.4172745451933386
496,0.055610094935532595
497,0.962610657947028
498,0.35528975120903683
499,0.08779388573546076
500,0.3064879937938426
501,0.5668787818559771
502,0.5338308392604261
503,0.4358888137298971
504,0.3691652930818897
505,0.8534025668004557
506,0.13368038134513693
507,0.8398842678199219
508,0.7474058221946525
509,0.4406015551841531
510,0.5653300308562065
511,0.22287471878970977
512,0.583567163666863
513,0.837879891590855
514,0.04824864848936394
515,0.6008676132039792
516,0.8877533158389576
517,0.61709351337532
518,0.3336905493257618
519,0.3267766584842823
520,0.821165705700019
521,0.9254249225992258
522,0.06626306903426371
523,0.5596254723336561
524,0.9484781442140764
525,0.5806174620247803
526,0.4463619821663646
527,0.0036428339777859753
528,0.15763455508664992
529,0.8668452944041782
530,0.6405901272018979
531,0.05066966481755064
532,0.20598029285428165
533,0.053495793044817774
534,0.6834518081690522
535,0.7568770057214782
536,0.51437079667183
537,0.4872986755462606
538,0.19213016734750865
539,0.023011091898288205
540,0.38772191832128033
541,0.4211654428124617
542,0.8221499455160686
543,0.5148460033698135
544,0.7211371763414646
545,0.8555664486267694
546,0.8711845621264828
547,0.9540001029910189
548,0.84274473687902
549,0.09413092118555888
550,0.030537094965762956
551,0.4479918038321673
552,0.4378489344360519
553,0.3733763957806464
554,0.43758899134591456
555,0.3081621752440533
556,0.609804686835242
557,0.07825025371951622
558,0.14987390271974155
559,0.33778734915411923
560,0.7137800875683874
561,0.3204755447897072
562,0.3647452226804744
563,0.7888760724345217
564,0.9013193068125253
565,0.501317189941078
566,0.33605008839309924
567,0.7582128978087084
568,0.5679244695407742
569,0.9158755153840632
570,0.8495354913812889
571,0.35527242376927415
572,0.2638403085378005
573,0.19684832487070414
574,0.05336718351231329
575,0.9970943737965177
576,0.8723829537048383
577,0.6439785904134289
578,0.9888773019887708
579,0.784871177640277
580,0.48376202992394124
581,0.6081546990933311
582,0.3264693193804681
583,0.5388225134249792
584,0.7166893044917105
585,0.7044071559430857
586,0.11128540973730616
587,0.08131398688475355
588,0.018086967229568374
589,0.3226557257919176
590,0.9940890927624495
591,0.8546110234548411
592,0.9218607915015355
593,0.1925023967419438
594,0.313659921748318
595,0.4060593887195504
596,0.2752988659469867
597,0.12345377431134197
598,0.526746878194099
599,0.12941509798739015
600,0.16077648417516754
601,0.16478492591907756
602,0.07781859322898532
603,0.2913370539483703
604,0.7003818110981186
605,0.6706313005208857
606,0.333192257820882
607,0.4748213617439553
608,0.6823087406305754
609,0.8567987492106653
610,0.6442287088125561
611,0.32214660819660157
612,0.3860135301821579
613,0.5275612715423432
614,0.4225779021978907
615,0.26162725383512164
616,0.3328085265058255
617,0.6380443463020512
618,0.8448459066126089
619,0.4131532462537906
620,0.0841620617945722
621,0.3703908088420884
622,0.35053488476109795
623,0.2989650314846527
624,0.5527939836486961
625,0.4756287558766098
626,0.6429905914004662
627,0.6981976382023752
628,0.5898418935787466
629,0.35930977606335535
630,0.8519616043172148
631,0.21869699278941723
632,0.5446372232620917
633,0.7346214924637195
634,0.953255734204867
635,0.08777024010552148
636,0.6040686220272575
637,0.9609250911945347
638,0.2726881536667205
639,0.9748757248000068
640,0.8458462023435791
641,0.9966395348268072
642,0.034152312937630436
643,0.6640157452407306
644,0.5060214442777433
645,0.9750593856675046
646,0.049047142916560094
647,0.4341103609323512
648,0.19368330091107766
649,0.8616544397957329
650,0.20847454450343994
651,0.9273262325838688
652,0.8153702458775638
653,0.11727283446316084
654,0.9550064263623393
655,0.1122569779515793
656,0.971284146048112
657,0.6136967535277849
658,0.2613590071592161
659,0.7555504409613096
660,0.018826613989337937
661,0.9693270811049688
662,0.5380449941475516
663,0.8311833271666229
664,0.8565789262733823
665,0.05151499105441726
666,0.4984780314170265
667,0.4151762009779242
668,0.6265449082025453
669,0.46395391430906385
670,0.13573105736084967
671,0.41453619988339285
672,0.06370579534460874
673,0.9345275867637983
674,0.30653982258354584
675,0.9528815382593515
676,0.6489251081739927
677,0.47268985695174714
678,0.9976213140725021
679,0.3110028666021606
680,0.00170493933754845
681,0.6281095915699842
682,0.11065374672175499
683,0.681610165474091
684,0.2782676018241125
685,0.5185412575189425
686,0.4358622373923966
687,0.37362393674315897
688,0.6124431297577961
689,0.8348162080625047
690,0.33020222265625854
691,0.11788611611018096
692,0.15877801311119255
693,0.009262196304852699
694,0.771077956274352
695,0.6979302611416055
696,0.1394447454621326
697,0.1094619146914172
698,0.22751960902633883
699,0.27598396900988587
700,0.7125054555603012
701,0.9155521608183765
702,0.2929668015652368
703,0.6117471718247407
704,0.8711772558725676
705,0.4123359812984262
706,0.15539715827850842
707,0.8454694916480205
708,0.402210822156578
709,0.37731568633134793
710,0.65775909718834
711,0.10965401992294765
712,0.4694397771738733
713,0.9295800970110661
714,0.8223129453016625
715,0.7070674452458886
716,0.8005612037982658
717,0.5073407636628529
718,0.4583165813585247
719,0.28819542353480576
720,0.3141645912799351
721,0.2395160164824489
722,0.05790376121073393
723,0.7520719891341768
724,0.40691239063762885
725,0.4826473029941769
726,0.1827931162012587
727,0.19145276419086332
728,0.16187228354112604
729,0.8694333727619281
730,0.4588890275896187
731,0.8746255877067982
732,0.9972133388228718
733,0.13191037215786217
734,0.8656204228496794
735,0.7974864812045362
736,0.6259893434015783
737,0.602354024089864
738,0.7834895502061188
739,0.6368620290059163
740,0.5807348728765622
741,0.6074370579629799
742,0.22348360077077023
743,0.369394054536456
744,0.18034113599514
745,0.5923238451998569
746,0.9254512636463219
747,0.5001017748993593
748,0.3416687118855306
749,0.31524355106593904
750,0.15541196037375282
751,0.6304384407888803
752,0.7979248884333712
753,0.8908168331622004
754,0.9597333299583404
755,0.5398791460685834
756,0.8814133424303655
757,0.8171564089003666
758,0.07077784501115669
759,0.64356040531887
760,0.9032459084853439
761,0.9043115003190833
762,0.13003952320543966
763,0.0022362057777290945
764,0.1223824181309835
765,0.7119879774430432
766,0.006169445329570755
767,0.4315483034004477
768,0.10649540586353368
769,0.4657972287237596
770,0.7044938605893092
771,0.8137570473232941
772,0.022591497265468274
773,0.49725243327157487
774,0.3687722771774612
775,0.9338715087222362
776,0.2105284935243087
777,0.5904073665216786
778,0.05285407259032637
779,0.5489936320877365
780,0.8617896527375815
781,0.09411615366419823
782,0.34861313035080743
783,0.09727298158393882
784,0.7084558386024427
785,0.7615211244111968
786,0.43675553217168994
787,0.06936230053848225
788,0.5678670980774386
789,0.24479588825505894
790,0.3940291302694685
791,0.8430785289710793
792,0.8682131593931564
793,0.8417141362405637
794,0.1538664075973617
795,0.5669301293107626
796,0.4787301794463791
797,0.9186701876959179
798,0.12797741738374535
799,0.37597101474293004
800,0.3397636402296238
801,0.3192648164614983
802,0.6835278124321342
803,0.39350675899215937
804,0.42750983312453217
805,0.15558108696220174
806,0.08886340016759264
807,0.6958404462251593
808,0.8519172348303646
809,0.3236412127668741
810,0.38106356824867627
811,0.6420948278275315
812,0.3815884584544047
813,0.022501858693334764
814,0.6325755092392202
815,0.9828238269336421
816,0.24624846987553384
817,0.9624728343473051
818,0.16771980739365488
819,0.4928148993134964
820,0.9497472452945409
821,0.3401106540010076
822,0.23017388544637496
823,0.7792898700854475
824,0.9499401186402517
825,0.7036197635892323
826,0.27989217742236006
827,0.7221969043645735
828,0.16167437465215784
829,0.4807802748016752
830,0.40959436765421375
831,0.6225180370831636
832,0.33289426520620213
833,0.7630392333985532
834,0.28894047970187753
835,0.14930220914192516
836,0.15693691645581165
837,0.02644277045664989
838,0.6218813641735669
839,0.4086208046274017
840,0.7616748603653221
841,0.6383757437544718
842,0.0741625196295208
843,0.9205862932372362
844,0.9573056351160953
845,0.5562721948180751
846,0.8807441925924663
847,0.021259729660783155
848,0.42955925283239027
849,0.2654661965813223
850,0.27036947302391845
851,0.7876663024618255
852,0.4428037500804729
853,0.0732588614973243
854,0.7213437711269025
855,0.48383067516920397
856,0.8455331502391235
857,0.11521327025778128
858,0.16174480827693782
859,0.5923530608064499
860,0.9858806017970254
861,0.2666654569022998
862,0.426512072458359
863,0.02990074675374066
864,0.19718443028863375
865,0.4713954514790647
866,0.2406647819265909
867,0.9238394478173346
868,0.8666024711985293
869,0.40554955247501867
870,0.16104072893874133
871,0.1454408116206788
872,0.2900351097958147
873,0.823857542010397
874,0.2907885216119318
875,0.3993022993723113
876,0.060938890372019494
877,0.408606540179391
878,0.7060624235115773
879,0.13054289343442516
880,0.7626982262625275
881,0.15250417673794825
882,0.7827642312978488
883,0.797591543108948
884,0.057865873686078984
885,0.6912973826966511
886,0.283068667436034
887,0.30527154031655646
888,0.9524633033260255
889,0.4191227364250113
890,0.33877582800241535
891,0.05127654105921042
892,0.39921197301362077
893,0.6055365914138806
894,0.40912199330462584
895,0.32734094815087345
896,0.2897979479171279
897,0.6514598956852258
898,0.03713086676450361
899,0.26289161689747065
900,0.8286997188080801
901,0.7843201620623854
902,0.2586535775259997
903,0.5272150496205988
904,0.8883812859570618
905,0.6305408521143262
906,0.7923660225133206
907,0.6993453348445995
908,0.2558887356458932
909,0.4203226358842953
910,0.3793965337937447
911,0.9112484905349573
912,0.5916130782807217
913,0.9888168397179969
914,0.8621503316887715
915,0.21774852545220935
916,0.5869034415699035
917,0.5902023729291735
918,0.8823720242381738
919,0.3733300235607092
920,0.5506809940134921
921,0.5457238388688308
922,0.7015157365406536
923,0.6237465948399427
924,0.8679222010645715
925,0.20399470884937243
926,0.8000934551867815
927,0.38375927254552655
928,0.0672131700656251
929,0.23026992692882864
930,0.889756814112049
931,0.7030979052296339
932,0.3911007365300425
933,0.8729642476419874
934,0.17457072931036888
935,0.7710094062648585
936,0.8669569621920139
937,0.24126662288170064
938,0.3237352903280417
939,0.38278368407026875
940,0.6721255451981969
941,0.049991273719358964
942,0.28395601247169966
943,0.014911374531186739
944,0.4334159310400799
945,0.17280835721033294
946,0.08635464940779591
947,0.6880250511164158
948,0.7835264588348986
949,0.6035438360247636
950,0.825971640192544
951,0.95534653531412
952,0.0027199732978614444
953,0.5507538550608856
954,0.8540630790474367
955,0.7346378680459371
956,0.3433368767609306
957,0.9360680368325199
958,0.5443702453454518
959,0.22138891132270822
960,0.5827802267678384
961,0.5437584539103656
962,0.3785327170100451
963,0.7406442515306135
964,0.8164497931068806
965,0.9544312188046185
966,0.9726737878621189
967,0.730791309449812
968,0.4044723847744719
969,0.06967208502816158
970,0.8028378981706967
971,0.460924089316064
972,0.9372541547120541
973,0.9577100691281359
974,0.8324626817624649
975,0.1626439718285272
976,0.9192381320959933
977,0.5698649207540127
978,0.32343254459295434
979,0.9612433178464527
980,0.6110906499436263
981,0.04871609515743902
982,0.9473224270621036
983,0.3754563615268802
984,0.8774912131227537
985,0.39757568238682517
986,0.3404175060540985
987,0.7646571949828271
988,0.3402156166790965
989,0.7138697587095925
990,0.09182069175005247
991,0.11891027414409716
992,0.807081711964052
993,0.8800916255928662
994,0.8590817060602333
995,0.5299991360737152
996,0.6830238099363449
997,0.7313245876715025
998,0.06719507731738683
999,0.429163267346206
1000,0.9271690526643579
1001,0.2551791485842755
1002,0.06321160202674492
1003,0.2855592581047727
1004,0.10158901513389662
1005,0.019808264110636076
1006,0.13652556805637162
1007,0.635795095967371
1008,0.44661487044903325
1009,0.5933761372733689
1010,0.8677322064080384
1011,0.8899032832782957
1012,0.10726475362580135
1013,0.9967206023943607
1014,0.658903420141774
1015,0.5185935226540804
1016,0.032880411845144786
1017,0.40871159779112576
1018,0.6541020819913023
1019,0.7870395328918557
1020,0.6860165674808847
1021,0.3703885908044501
1022,0.32074031559992644
1023,0.20730040242921766
1024,0.14245436009630996
1025,0.6105355628801824
1026,0.5929096602701281
1027,0.09689576752047313
1028,0.2056680745140984
1029,0.6578779003693962
1030,0.7953110972176665
1031,0.7908441330803095
1032,0.7204287655331144
1033,0.5297093950850056
1034,0.7613516416711988
1035,0.40331863430362747
1036,0.08902107117735192
1037,0.49751189618061786
1038,0.056513276584117644
1039,0.5092271132659923
1040,0.24093289177127675
1041,0.06632553193750268
1042,0.3590328404152128
1043,0.3594813730707479
1044,0.5425637865639901
1045,0.1397621042919004
1046,0.6730043333740015
1047,0.5216369014342518
1048,0.2793536200722977
1049,0.24761383578221086
1050,0.17348152886730872
1051,0.25551752919087434
1052,0.17770342109921056
1053,0.28706840531621036
1054,0.02690012055844604
1055,0.9234791436725311
1056,0.6204328435729319
1057,0.958958527230197
1058,0.8458601385153568
1059,0.1370556684273151
1060,0.6367776052386285
1061,0.1276762016373112
1062,0.234555909485189
1063,0.8739658754102613
1064,0.7372088796011818
1065,0.8436147194354116
1066,0.22227276453231926
1067,0.3112780469580223
1068,0.9583237986001696
1069,0.2845483221393932
1070,0.2981851983097187
1071,0.7696014847840268
1072,0.025726489305894162
1073,0.8646436543727465
1074,0.31847678050836237
1075,0.7417109808283298
1076,0.4921237409142827
1077,0.8149402759688407
1078,0.8766662394480568
1079,0.0824583795211219
1080,0.7902701352024442
1081,0.06154757551626622
1082,0.622543582601069
1083,0.31465232177309
1084,0.4583749859116526
1085,0.04095362714095929
1086,0.9895110969830312
1087,0.31958168744831017
1088,0.154107096069387
1089,0.4079423242280139
1090,0.047363951580411956
1091,0.14062342992459398
1092,0.4451978931750137
1093,0.2146792452375028
1094,0.46751590793458153
1095,0.1899887778563738
1096,0.4753631054200821
1097,0.5494462610163114
1098,0.22929340749490845
1099,0.37660492312803784
1100,0.49947069109111675
1101,0.3845785887553791
1102,0.7886245247959238
1103,0.5522331758166005
1104,0.8876006615310658
1105,0.12616848488766852
1106,0.827300879006645
1107,0.9627786503154677
1108,0.6223792936482312
1109,0.43841272055850644
1110,0.3586408727785342
1111,0.014571911317854624
1112,0.45481546587552335
1113,0.6878781588271631
1114,0.7321475781228703
1115,0.9861763113714943
1116,0.5630326080185734
1117,0.8127694429729185
1118,0.2540602987065561
1119,0.41212531774469596
1120,0.3080845842119567
1121,0.02059494650810123
1122,0.7594508799720354
1123,0.2066055514065781
1124,0.5526265072754193
1125,0.7906929944711293
1126,0.38229175241388536
1127,0.9054888301899567
1128,0.6144305523932456
1129,0.9853369220146828
1130,0.6537650815905285
1131,0.6128509031065423
1132,0.7089564278354565
1133,0.8867524834806396
1134,0.589200717015664
1135,0.9499046915887295
1136,0.5787374863704136
1137,0.3704130243101357
1138,0.09173501416848628
1139,0.807091038459021
1140,0.31722334552173104
1141,0.37945933061784176
1142,0.3658483244008942
1143,0.15556337063986003
1144,0.32298296925345593
1145,0.1635434526943783
1146,0.15896971142655725
1147,0.7153242881477951
1148,0.6373711369117412
1149,0.4144374406357919
1150,0.7330305879122486
1151,0.6399773439701976
1152,0.9240679304495648
1153,0.317855479468241
1154,0.4742343711234306
1155,0.511280098474845
1156,0.920759947927227
1157,0.9511282423302404
1158,0.27237992120977716
1159,0.42104879087303726
1160,0.48497820722132434
1161,0.164789276611375
1162,0.19599086199364268
1163,0.31911792446484
1164,0.09287603380840148
1165,0.06601425397378025
1166,0.9514557057342719
1167,0.6666818049751019
1168,0.5310144376888639
1169,0.4310024912213035
1170,0.2918303201766551
1171,0.9159301047078738
1172,0.5462713409241405
1173,0.7679701765431589
1174,0.4326196838654084
1175,0.8653995474381819
1176,0.42844881025623893
1177,0.3164215058690589
1178,0.7771935631887623
1179,0.277318743698344
1180,0.8278653558582386
1181,0.04820428539617849
1182,0.5610106348119402
1183,0.27472667416321395
1184,0.07460346283073671
1185,0.4906475369188057
1186,0.9776336697300064
1187,0.9929689878965662
1188,0.40868756230793024
1189,0.6243464454260695
1190,0.36857967813554215
1191,0.17868302631041955
1192,0.8399795391133691
1193,0.7561640316084137
1194,0.12093521342480251
1195,0.820345894550009
1196,0.2725139283124822
1197,0.6556334127374968
1198,0.7017688330581183
1199,0.48070997082890754
1200,0.993280185112656
1201,0.6175059683600448
1202,0.05129362698803086
1203,0.8426068318763763
1204,0.002098413934076948
1205,0.5995108005485428
1206,0.1621925544809769
1207,0.8639963431188544
1208,0.9209215555645013
1209,0.2424562091137149
1210,0.24468778544068537
1211,0.5772417432474071
1212,0.4077025171270273
1213,0.3737593959033493
1214,0.8360390574954638
1215,0.7255589828244007
1216,0.39934399733835624
1217,0.9326008675490497
1218,0.41818675550462714
1219,0.06943355474529678
1220,0.9163219051027638
1221,0.15837214401010324
1222,0.14448065470388494
1223,0.17543307231954097
1224,0.24141905959713184
1225,0.7463068524750063
1226,0.15948045620421936
1227,0.16180989614070995
1228,0.7840391756131507
1229,0.9911233186162944
1230,0.38016567417204183
1231,0.3440375188076519
1232,0.929352028896881
1233,0.5254348076439681
1234,0.7322987543554297
1235,0.413439451915666
1236,0.022996205837405026
1237,0.1354676418276175
1238,0.782943685826098
1239,0.747466441254782
1240,0.7381039908353032
1241,0.26166530813063293
1242,0.7868429775916777
1243,0.19810725608097413
1244,0.2694662387986453
1245,0.8855746896413423
1246,0.11556133035020699
1247,0.5104316355361844
1248,0.9500771434434717
1249,0.7734477125732412
1250,0.6800656496152807
1251,0.872130228917625
1252,0.31492699517448786
1253,0.910928895259045
1254,0.31453792352580234
